PB1201.3 - MANUTENÇÕES EVOLUTIVAS RELATÓRIOS FINANCEIROS GS3 |***| PB1201.1 - PROV.MANUTENÇÕES EVOLUTIVAS FINANCE |***| {,EVOLUTIVASFINANCE} |***| 2
PB1309.3 - MANUTENÇÃO ANUAL SOFTWARE VDI |***| PB1309.7 - PROV. MANUTENÇÃO SW VDI BPC |***| {,VDIMANUTENÇÃOSW} |***| 3
PB1309.1 - MANUTENZIONE LICENZE ORACLE FCA BRASIL |***| PB1309.8 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO |***| {,FCA} |***| 1
PB1309.1 - MANUTENZIONE LICENZE ORACLE FCA BRASIL |***| PB1309.9 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO |***| {,FCA} |***| 1
PB1309.1 - MANUTENZIONE LICENZE ORACLE FCA BRASIL |***| PB1309.10 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO |***| {,FCA} |***| 1
NAO ENCONTROU MATCH |***| PB1309.11 - PEP PB1309 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1310.1 - PROV. NPO - FACILITIES DATA CENTER |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1310.2 - PROV. NPO - FACILITIES DATA CENTER - DEZ |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1310.3 - PEP PB1310 |***| [] |***| 0
PB1311.1 - FACILITIES (DC HORTOLÂNDIA) |***| PB1311.1 - DATA CENTER FACILITIES - KVA UTILIZATION |***| {,FACILITIES} |***| 1
PB1311.1 - FACILITIES (DC HORTOLÂNDIA) |***| PB1311.2 - DATA CENTER FACILITIES - M2 UTILIZATION |***| {,FACILITIES} |***| 1
NAO ENCONTROU MATCH |***| PB1311.3 - PEP PB1311 |***| [] |***| 0
PB1312.4 - MANUTENÇÃO HW SERVIDORES HP |***| PB1312.1 - PROV.MANUTENÇÃO HW HP 6/12 |***| {,HPHW} |***| 2
PB1312.4 - MANUTENÇÃO HW SERVIDORES HP |***| PB1312.2 - PROV.MANUTENÇÃO SERVIDORES - LENOVO 1/12 |***| {,SERVIDORES} |***| 1
PB1312.10 - MANUTENÇÃO HW POWER IBM - SAP |***| PB1312.3 - PROV. IBM - MANUTENÇÃO HADWARE TCAE - JU |***| {,MANUTENÇÃOIBM} |***| 2
PB1312.4 - MANUTENÇÃO HW SERVIDORES HP |***| PB1312.4 - PROV.MANUTENÇÃO HW HP 7/12 |***| {,HPHW} |***| 2
PB1312.4 - MANUTENÇÃO HW SERVIDORES HP |***| PB1312.5 - PROV.MANUTENÇÃO SERVIDORES - LENOVO 2/12 |***| {,SERVIDORES} |***| 1
NAO ENCONTROU MATCH |***| PB1312.6 - PROV.MANT/SUP A HARDWARE 1/9 |***| [] |***| 0
PB1312.10 - MANUTENÇÃO HW POWER IBM - SAP |***| PB1312.7 - TRANSF. ICT MANUT HW SAP |***| {,SAPHW} |***| 2
PB1312.10 - MANUTENÇÃO HW POWER IBM - SAP |***| PB1312.8 - TRANSF. ICT MANUT HW SAP |***| {,SAPHW} |***| 2
PB1312.2 - MANUTENÇÃO STORAGE/BACKUP EMC |***| PB1312.9 - PROV. EMC - MANUTENÇÃO HARDWARE STORAGE |***| {,MANUTENÇÃOEMC} |***| 2
NAO ENCONTROU MATCH |***| PB1312.10 - MANUTENÇÃO/SUPORTE A HARDWARE - 7/12 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1312.11 - PEP PB1312 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1313.1 - 0800006050-IBM BRASIL INDUSTRIA-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1313.2 - 0800006050-IBM BRASIL INDUSTRIA-EM- |***| [] |***| 0
PB1313.11 - MANUTENÇÃO DE SW - SPAZIO + ORCHESTRATION |***| PB1313.3 - PROV.MANUTENÇÃO SW SPAZIO 6/12 |***| {,SWSPAZIO} |***| 2
PB1313.6 - MANUTENÇÃO DE SW - LINUX (REDHAT) |***| PB1313.4 - PROV.MANUTENÇÃO SOFTWARE LINUX (REDHAT) |***| {,(REDHAT)LINUX} |***| 2
PB1313.5 - MANUTENÇÃO DE SW - DATABASES AND EXALYTICS - ORACLE |***| PB1313.5 - PROV. ORACLE - AUDITORIA ORACLE (GAPS) |***| {,ORACLE} |***| 1
PB1313.2 - MANUTENÇÃO DE SW - MICROSOFT |***| PB1313.6 - LICENÇA SW RED HAT |***| {,SW} |***| 1
PB1313.2 - MANUTENÇÃO DE SW - MICROSOFT |***| PB1313.7 - LICENÇA SW RED HAT |***| {,SW} |***| 1
PB1313.2 - MANUTENÇÃO DE SW - MICROSOFT |***| PB1313.8 - LICENÇA SW RED HAT |***| {,SW} |***| 1
NAO ENCONTROU MATCH |***| PB1313.9 - PRIMEUR ESPANA - FAT.A170/189 - PO 61982 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1313.10 - IRRF FAT.A170/189 PRIMEUR ESPANA PO. 619 |***| [] |***| 0
PB1313.11 - MANUTENÇÃO DE SW - SPAZIO + ORCHESTRATION |***| PB1313.11 - MANUTENÇÃO SW SPAZIO - 7/12 |***| {,MANUTENÇÃOSWSPAZIO} |***| 3
PB1313.6 - MANUTENÇÃO DE SW - LINUX (REDHAT) |***| PB1313.12 - MANUTENÇÃO LINUX (REDHAT) - 10/12 |***| {,MANUTENÇÃOLINUX(REDHAT)} |***| 3
PB1313.4 - MANUTENÇAO DE SW - VMWARE |***| PB1313.13 - PROV.MANUTENÇAO VMWARE 1/12 |***| {,VMWARE} |***| 1
PB1313.2 - MANUTENÇÃO DE SW - MICROSOFT |***| PB1313.14 - PROV. EMC - MANUTENÇÃO LICENÇA STORAGE - |***| {,MANUTENÇÃO} |***| 1
PB1313.5 - MANUTENÇÃO DE SW - DATABASES AND EXALYTICS - ORACLE |***| PB1313.15 - PROV. ORACLE - AUDITORIA ORACLE (GAPS) |***| {,ORACLE} |***| 1
PB1313.5 - MANUTENÇÃO DE SW - DATABASES AND EXALYTICS - ORACLE |***| PB1313.16 - MANUTENÇÃO DO SW ORACLE - 8/12 |***| {,ORACLEMANUTENÇÃOSW} |***| 3
PB1313.5 - MANUTENÇÃO DE SW - DATABASES AND EXALYTICS - ORACLE |***| PB1313.17 - MANUTENÇÃO DO SW ORACLE ADICIONAL - 13/1 |***| {,ORACLEMANUTENÇÃOSW} |***| 3
PB1313.2 - MANUTENÇÃO DE SW - MICROSOFT |***| PB1313.18 - MANUTENÇÃO LICENÇAS MICROSOFT - 8/12 |***| {,MANUTENÇÃOMICROSOFT} |***| 2
PB1313.2 - MANUTENÇÃO DE SW - MICROSOFT |***| PB1313.19 - MANUTENÇÃO LICENÇAS MICROSOFT - 8/12 |***| {,MANUTENÇÃOMICROSOFT} |***| 2
PB1313.2 - MANUTENÇÃO DE SW - MICROSOFT |***| PB1313.20 - MANT SW ELA IBM  - 4/12 |***| {,SW} |***| 1
NAO ENCONTROU MATCH |***| PB1313.21 - PEP PB1313 |***| [] |***| 0
PB1314.16 - MANUTENÇÃO E OPERAÇÃO DO SISTEMA DE MONITORAÇÃO DE CÂMERAS DE SEGURANÇA |***| PB1314.1 - 0800031477-T-SYSTEMS DO BRASIL-EM-05.12. |***| {,DO} |***| 1
PB1314.16 - MANUTENÇÃO E OPERAÇÃO DO SISTEMA DE MONITORAÇÃO DE CÂMERAS DE SEGURANÇA |***| PB1314.2 - 0800031477-T-SYSTEMS DO BRASIL-EM-05.12. |***| {,DO} |***| 1
PB1314.2 - GESTÃO ITO IBM GITO |***| PB1314.3 - PROV. IBM - DISASTER RICOVERY MITO - JAN |***| {,IBM} |***| 1
PB1314.2 - GESTÃO ITO IBM GITO |***| PB1314.4 - PROV. IBM - DISASTER RICOVERY MITO - JAN |***| {,IBM} |***| 1
PB1314.2 - GESTÃO ITO IBM GITO |***| PB1314.5 - PROV. IBM - GESTÃO SHAREPOINT - SETEMBRO |***| {,GESTÃOIBM} |***| 2
PB1314.25 - SUPORTE API |***| PB1314.6 - SUPORTE SHAREPOINT |***| {,SUPORTE} |***| 1
PB1314.4 - DISASTER RECOVERY (GLOBAL ITO) |***| PB1314.7 - DISASTER RECOVERY |***| {,DISASTERRECOVERY} |***| 2
PB1314.4 - DISASTER RECOVERY (GLOBAL ITO) |***| PB1314.8 - DISASTER RECOVERY |***| {,DISASTERRECOVERY} |***| 2
PB1314.4 - DISASTER RECOVERY (GLOBAL ITO) |***| PB1314.9 - DISASTER RECOVERY - ARC |***| {,DISASTERRECOVERY} |***| 2
NAO ENCONTROU MATCH |***| PB1314.10 - FACILITIES |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1314.11 - FACILITIES |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1314.12 - IMANUTENÇÃO HW PSERIES |***| [] |***| 0
PB1314.13 - SUPORTE E MANUTENÇÃO SOFTWARE - CA WORKLOAD |***| PB1314.13 - MANUTENÇÃO HW PSERIES |***| {,MANUTENÇÃO} |***| 1
PB1314.13 - SUPORTE E MANUTENÇÃO SOFTWARE - CA WORKLOAD |***| PB1314.14 - MANUTENÇÃO HW PSERIES |***| {,MANUTENÇÃO} |***| 1
PB1314.16 - MANUTENÇÃO E OPERAÇÃO DO SISTEMA DE MONITORAÇÃO DE CÂMERAS DE SEGURANÇA |***| PB1314.15 - 0053700012 - SERVIÇO DE MANUTENÇAÕ EVOLU |***| {,DE} |***| 1
PB1314.3 - GESTÃO ITO IBM BETIM - MISA |***| PB1314.16 - GESTÃO ITO IBM BETIM - MISA |***| {,ITOBETIMGESTÃOMISAIBM} |***| 5
PB1314.23 - SUPORTE SAP BASIS |***| PB1314.17 - TRANSF. ICT MANUT HW SAP |***| {,SAP} |***| 1
PB1350.3 - SUPORTE ITO VPN |***| PB1314.18 - TRANSF. ICT VPN |***| {,VPN} |***| 1
PB1350.4 - SUPORTE ITO PROXY |***| PB1314.19 - TRANSF. ICT PROXY |***| {,PROXY} |***| 1
PB1314.16 - MANUTENÇÃO E OPERAÇÃO DO SISTEMA DE MONITORAÇÃO DE CÂMERAS DE SEGURANÇA |***| PB1314.20 - PROV. ATIVAS - SERVIÇO DE DATA CENTER - |***| {,DE} |***| 1
PB1314.2 - GESTÃO ITO IBM GITO |***| PB1314.21 - PROV. IBM - DISASTER RISCOVERY MITO - JA |***| {,IBM} |***| 1
PB1314.2 - GESTÃO ITO IBM GITO |***| PB1314.22 - PROV. IBM - DISASTER RISCOVERY MITO - JA |***| {,IBM} |***| 1
PB1314.23 - SUPORTE SAP BASIS |***| PB1314.23 - PROV. TECHEDGE - SAP BASIS - JANEIRO/18 |***| {,SAPBASIS} |***| 2
PB1314.9 - AMBIENTE HISTÓRICO CONTABIL E FISCAL |***| PB1314.24 - PROV. T-SYSTEMS - HISTÓRICO FISCAL SISTE |***| {,FISCALHISTÓRICO} |***| 2
PB1314.2 - GESTÃO ITO IBM GITO |***| PB1314.25 - GESTÃO ITO IBM GITO |***| {,ITOGITOGESTÃOIBM} |***| 4
NAO ENCONTROU MATCH |***| PB1314.26 - PEP PB1314 |***| [] |***| 0
PB1315.2 - SUPORTE TÉCNICO  (SUPORTE PREMIER + MCS MICROSOFT E OUTROS) |***| PB1315.1 - MANUTENÇÃO MICROSOFT PREMIER  - 7/12 |***| {,PREMIERMICROSOFT} |***| 3
NAO ENCONTROU MATCH |***| PB1315.2 - PEP PB1315 |***| [] |***| 0
PB1316.1 - MIPS IBM (CAPACIDADE) |***| PB1316.1 - MIPS IBM (CAPACIDADE) |***| {,MIPS(CAPACIDADE)IBM} |***| 3
NAO ENCONTROU MATCH |***| PB1316.2 - PEP PB1316 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1317.1 - PROV.ICT DESP FCA ITA JAN-DEZ 2016 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1317.2 - PROV.ICT DESP FCA ITA JAN-DEZ 2017 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1317.3 - TRANSFERENCIA CAMBIAL FGA ICT |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1317.4 - PROV.ICT DESP FCA ITA JAN-DEZ 2016 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1317.5 - PROV.ICT DESP FCA ITA JAN-DEZ 2017 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1317.6 - PROV.ICT DESP FCA ITA JAN-DEZ 2018 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1317.7 - PEP PB1317 |***| [] |***| 0
PB1318.2 - MANUTENZIONE LICENZE ORACLE FCA BRASIL |***| PB1318.1 - PROV. ORACLE LICENSES - MANUTENÇÃO SW OR |***| {,ORACLE} |***| 1
PB1318.2 - MANUTENZIONE LICENZE ORACLE FCA BRASIL |***| PB1318.2 - PROV. ORACLE LICENSES - MANUTENÇÃO SW OR |***| {,ORACLE} |***| 1
PB1318.2 - MANUTENZIONE LICENZE ORACLE FCA BRASIL |***| PB1318.3 - PROV. ORACLE LICENSES - MANUTENÇÃO SW OR |***| {,ORACLE} |***| 1
PB1318.2 - MANUTENZIONE LICENZE ORACLE FCA BRASIL |***| PB1318.4 - VARIAÇÃO CAMBIAL FCA ITEM JANEIRO |***| {,FCA} |***| 1
NAO ENCONTROU MATCH |***| PB1318.5 - PEP PB1318 |***| [] |***| 0
PB1321.2 - MANUTENÇÃO LICENÇAS SW DEVOPS |***| PB1321.1 - USO SW (SAAS) |***| {,SW} |***| 1
PB1321.2 - MANUTENÇÃO LICENÇAS SW DEVOPS |***| PB1321.2 - LICENÇAS DE USO SW |***| {,LICENÇASSW} |***| 2
PB1321.1 - MANUTENÇÃO LICENÇAS SW APPCELERATOR |***| PB1321.3 - SW APPCELERATOR - 1/12 |***| {,SWAPPCELERATOR} |***| 2
PB1321.2 - MANUTENÇÃO LICENÇAS SW DEVOPS |***| PB1321.4 - TRANSF. ICT SW DEVOPS |***| {,SWDEVOPS} |***| 2
PB1321.2 - MANUTENÇÃO LICENÇAS SW DEVOPS |***| PB1321.5 - TRANSF. ICT SW DEVOPS |***| {,SWDEVOPS} |***| 2
NAO ENCONTROU MATCH |***| PB1321.6 - PEP PB1321 |***| [] |***| 0
PB1322.2 - AMS L3C |***| PB1322.1 - PROV. AMS L3C |***| {,AMSL3C} |***| 2
PB1322.4 - AMAZON AWS - PLATFORM AS A SERVICE (CLOUD) |***| PB1322.2 - PROV. NPO - VOLUMETRIA AWS - DEZEMBRO/17 |***| {,AWS} |***| 1
PB1322.2 - AMS L3C |***| PB1322.3 - PROV. STEFANINI - AMS L3C |***| {,AMSL3C} |***| 2
NAO ENCONTROU MATCH |***| PB1322.4 - SERVIÇO COMPUTAÇÃO EM NUVEM |***| [] |***| 0
PB1322.5 - SERVIÇOS DE INTEGRAÇÃO DE DADOS |***| PB1322.5 - CÓPIA DE ANALISE NEGOCIOS - BAIXA |***| {,DE} |***| 1
PB1322.5 - SERVIÇOS DE INTEGRAÇÃO DE DADOS |***| PB1322.6 - 0800028968-NPO SISTEMAS DE INFO-EM- |***| {,DE} |***| 1
PB1322.5 - SERVIÇOS DE INTEGRAÇÃO DE DADOS |***| PB1322.7 - 0800028968-NPO SISTEMAS DE INFO-EM- |***| {,DE} |***| 1
PB1322.2 - AMS L3C |***| PB1322.8 - PROV. AMS L3C |***| {,AMSL3C} |***| 2
PB1322.2 - AMS L3C |***| PB1322.9 - PROV. STEFANINI - AMS L3C |***| {,AMSL3C} |***| 2
NAO ENCONTROU MATCH |***| PB1322.10 - PROV. FORCE ONE - SQUADS APPS - JANEIRO/ |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1322.11 - PROV. VETTA - PROFESSIONAL SERVICES - JA |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1322.12 - PROV. SQUADRA - PROFESSIONAL SERVICES - |***| [] |***| 0
PB1322.7 - AMS APLICAÇÕES DIGITAL |***| PB1322.13 - PROV. AVENUE CODE - AMS APLICAÇÕES DIGIT |***| {,AMSAPLICAÇÕES} |***| 2
NAO ENCONTROU MATCH |***| PB1322.14 - PROV. FORCE ONE - PROFESSIONAL SERVICES |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1322.15 - PROV. TAKENET - PROFESSIONAL SERVICES - |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1322.16 - PEP PB1322 |***| [] |***| 0
PB1325.2 - IMPRESSÃO DE ESCRITÓRIO |***| PB1325.1 - PROV.OUTSOURCING DE IMPRESSÃO DEZEMBRO/1 |***| {,IMPRESSÃODE} |***| 2
PB1325.2 - IMPRESSÃO DE ESCRITÓRIO |***| PB1325.2 - PROV.OUTSOURCING DE IMPRESSÃO CJDR DEZEM |***| {,IMPRESSÃODE} |***| 2
PB1325.3 - IMPRESSÃO DE GRANDES FORMATOS |***| PB1325.3 - PROV.XEROX - IMPRESSÃO DE GRANDES FORMAT |***| {,IMPRESSÃODEGRANDES} |***| 3
NAO ENCONTROU MATCH |***| PB1325.4 - IMPRESSAO XEROX_DEZEMBRO |***| [] |***| 0
PB1325.2 - IMPRESSÃO DE ESCRITÓRIO |***| PB1325.5 - PROV.OUTSOURCING DE IMPRESSÃO JANEIRO/17 |***| {,IMPRESSÃODE} |***| 2
PB1325.2 - IMPRESSÃO DE ESCRITÓRIO |***| PB1325.6 - PROV.OUTSOURCING DE IMPRESSÃO CJDR JANEI |***| {,IMPRESSÃODE} |***| 2
PB1325.3 - IMPRESSÃO DE GRANDES FORMATOS |***| PB1325.7 - PROV.XEROX - IMPRESSÃO DE GRANDES FORMAT |***| {,IMPRESSÃODEGRANDES} |***| 3
PB1325.3 - IMPRESSÃO DE GRANDES FORMATOS |***| PB1325.8 - PROV. XEROX - IMPRESSÃO GRANDES FORMATOS |***| {,IMPRESSÃOGRANDESFORMATOS} |***| 3
PB1325.2 - IMPRESSÃO DE ESCRITÓRIO |***| PB1325.9 - PROV. XEROX - IMPRESSÃO CJDR - DEZEMBRO/ |***| {,IMPRESSÃO} |***| 1
NAO ENCONTROU MATCH |***| PB1325.10 - TRANSF. ICT IMPRESSAO XEROX |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1325.11 - PEP PB1325 |***| [] |***| 0
PB1326.1 - TRANSFERÊNCIA SG&A - ENGENHARIA |***| PB1326.1 - RECLASSIFICAÇÃO DESPESAS ICT ENGENHARIA |***| {,ENGENHARIA} |***| 1
PB1326.1 - TRANSFERÊNCIA SG&A - ENGENHARIA |***| PB1326.2 - RECLASSIFICAÇÃO DESPESAS ICT ENGENHARIA |***| {,ENGENHARIA} |***| 1
PB1326.1 - TRANSFERÊNCIA SG&A - ENGENHARIA |***| PB1326.3 - RECLASSIFICAÇÃO DESPESAS ICT ENGENHARIA |***| {,ENGENHARIA} |***| 1
PB1326.1 - TRANSFERÊNCIA SG&A - ENGENHARIA |***| PB1326.4 - RECLASSIFICAÇÃO DESPESAS ICT ENGENHARIA |***| {,ENGENHARIA} |***| 1
PB1326.1 - TRANSFERÊNCIA SG&A - ENGENHARIA |***| PB1326.5 - RECLASSIFICAÇÃO DESPESAS ICT ENGENHARIA |***| {,ENGENHARIA} |***| 1
PB1326.1 - TRANSFERÊNCIA SG&A - ENGENHARIA |***| PB1326.6 - RECLASSIFICAÇÃO DESPESAS ICT ENGENHARIA |***| {,ENGENHARIA} |***| 1
PB1326.1 - TRANSFERÊNCIA SG&A - ENGENHARIA |***| PB1326.7 - RECLASSIFICAÇÃO DESPESAS ICT ENGENHARIA |***| {,ENGENHARIA} |***| 1
PB1326.1 - TRANSFERÊNCIA SG&A - ENGENHARIA |***| PB1326.8 - RECLASSIFICAÇÃO DESPESAS ICT ENGENHARIA |***| {,ENGENHARIA} |***| 1
NAO ENCONTROU MATCH |***| PB1326.9 - PEP PB1326 |***| [] |***| 0
PB1327.1 - TRANSFERÊNCIA SG&A - INDUSTRIAL |***| PB1327.1 - RECLASSIFICAÇÃO DESPESAS ICT INDUSTRIAL |***| {,INDUSTRIAL} |***| 1
PB1327.1 - TRANSFERÊNCIA SG&A - INDUSTRIAL |***| PB1327.2 - RECLASSIFICAÇÃO DESPESAS ICT INDUSTRIAL |***| {,INDUSTRIAL} |***| 1
PB1327.1 - TRANSFERÊNCIA SG&A - INDUSTRIAL |***| PB1327.3 - RECLASSIFICAÇÃO DESPESAS ICT INDUSTRIAL |***| {,INDUSTRIAL} |***| 1
PB1327.1 - TRANSFERÊNCIA SG&A - INDUSTRIAL |***| PB1327.4 - RECLASSIFICAÇÃO DESPESAS ICT INDUSTRIAL |***| {,INDUSTRIAL} |***| 1
PB1327.1 - TRANSFERÊNCIA SG&A - INDUSTRIAL |***| PB1327.5 - RECLASSIFICAÇÃO DESPESAS ICT INDUSTRIAL |***| {,INDUSTRIAL} |***| 1
PB1327.1 - TRANSFERÊNCIA SG&A - INDUSTRIAL |***| PB1327.6 - RECLASSIFICAÇÃO DESPESAS ICT INDUSTRIAL |***| {,INDUSTRIAL} |***| 1
PB1327.1 - TRANSFERÊNCIA SG&A - INDUSTRIAL |***| PB1327.7 - RECLASSIFICAÇÃO DESPESAS ICT INDUSTRIAL |***| {,INDUSTRIAL} |***| 1
PB1327.1 - TRANSFERÊNCIA SG&A - INDUSTRIAL |***| PB1327.8 - RECLASSIFICAÇÃO DESPESAS ICT INDUSTRIAL |***| {,INDUSTRIAL} |***| 1
NAO ENCONTROU MATCH |***| PB1327.9 - PEP PB1327 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1329.1 - PROV.ICT DESP FCA ITA JAN-DEZ 2016 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1329.2 - PROV.ICT DESP FCA ITA JAN-DEZ 2017 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1329.3 - TRANSFERENCIA CAMBIAL FGA ICT |***| [] |***| 0
NAO EXISTE TM1 |***| PB1329.4 - PROV.ICT DESP FCA ITA JAN-DEZ 2016 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1329.5 - PROV.ICT DESP FCA ITA JAN-DEZ 2017 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1329.6 - PEP PB1329 |***| [] |***| 0
PB1330.4 - LEASING DE COMPUTADORES 2018/2 |***| PB1330.1 - LEASING HP REF. DEZ/17 |***| {,LEASING} |***| 1
PB1330.4 - LEASING DE COMPUTADORES 2018/2 |***| PB1330.2 - LEASING HP REF. NOV/17 |***| {,LEASING} |***| 1
PB1330.4 - LEASING DE COMPUTADORES 2018/2 |***| PB1330.3 - PROV. HP - LEASING - NOVEMBRO A DEZEMBRO |***| {,LEASING} |***| 1
NAO ENCONTROU MATCH |***| PB1330.4 - 0053700040 - WORKSTATION TECNICOS |***| [] |***| 0
PB1330.4 - LEASING DE COMPUTADORES 2018/2 |***| PB1330.5 - LEASING HP - JAN/17 |***| {,LEASING} |***| 1
PB1330.4 - LEASING DE COMPUTADORES 2018/2 |***| PB1330.6 - LEASING HP |***| {,LEASING} |***| 1
PB1330.4 - LEASING DE COMPUTADORES 2018/2 |***| PB1330.7 - LEASING HP |***| {,LEASING} |***| 1
PB1330.4 - LEASING DE COMPUTADORES 2018/2 |***| PB1330.8 - LEASING HP |***| {,LEASING} |***| 1
NAO ENCONTROU MATCH |***| PB1330.9 - 0053700040 - WORKSTATION TECNICOS |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1330.10 - 0053700040 - WORKSTATION TECNICOS |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1330.11 - 0053700040 - WORKSTATION TECNICOS |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1330.12 - 0053700040 - WORKSTATION TECNICOS |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1330.13 - 0053700040 - WORKSTATION TECNICOS |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1330.14 - 0053700040 - WORKSTATION TECNICOS |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1330.15 - 0053700040 - WORKSTATION TECNICOS |***| [] |***| 0
PB1330.4 - LEASING DE COMPUTADORES 2018/2 |***| PB1330.16 - LEASING HP REF. JAN/18 |***| {,LEASING} |***| 1
NAO ENCONTROU MATCH |***| PB1330.17 - TRANSF. ICT HP_LEASING |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1330.18 - PEP PB1330 |***| [] |***| 0
PB1331.3 - GESTÃO ITO IBM BETIM - MISA ENGENHARIA (STORAGE) |***| PB1331.1 - GESTÃO ITO IBM BETIM - MISA ENGENHARIA |***| {,ITOIBMENGENHARIAMISABETIMGESTÃO} |***| 6
PB1331.2 - GESTÃO ITO IBM GITO - ENGENHARIA (TEAM CENTER) |***| PB1331.2 - GESTÃO ITO IBM GITO - ENGENHARIA |***| {,ITOENGENHARIAGITOGESTÃOIBM} |***| 5
NAO ENCONTROU MATCH |***| PB1331.3 - PEP PB1331 |***| [] |***| 0
PB1332.2 - GESTÃO ITO IBM BETIM - MISA INDUSTRIAL |***| PB1332.1 - GESTÃO ITO IBM BETIM - MISA INDUSTRIAL |***| {,ITOINDUSTRIALIBMMISABETIMGESTÃO} |***| 6
NAO ENCONTROU MATCH |***| PB1332.2 - PROV. NPO - FACILITIES DATA CENTER GESTÃ |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1332.3 - PEP PB1332 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1333.1 - ICTL- GERENCIA DE PROJETOS ICT - MEDIA |***| [] |***| 0
NAO EXISTE TM1 |***| PB1333.2 - 1ª FASE DO PROJETO |***| [] |***| 0
NAO EXISTE TM1 |***| PB1333.3 - PEP PB1333 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1344.1 - TRANSF. ICT CONTROLE DE ACESSO CENTRALIZ |***| [] |***| 0
NAO EXISTE TM1 |***| PB1344.2 - PROV. STEFANINI - GESTÃO DE ACESSO - DEZ |***| [] |***| 0
NAO EXISTE TM1 |***| PB1344.3 - PROV. STEFANINI - GESTÃO DE WORKSTATION |***| [] |***| 0
NAO EXISTE TM1 |***| PB1344.4 - PROV. DELOITTE - ELABORACAO CONTROLE SOX |***| [] |***| 0
NAO EXISTE TM1 |***| PB1344.5 - PEP PB1344 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1350.1 - TRANSF. ICT VPN |***| [] |***| 0
NAO EXISTE TM1 |***| PB1350.2 - TRANSF. ICT PROXY |***| [] |***| 0
NAO EXISTE TM1 |***| PB1350.3 - PEP PB1350 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1351.1 - TRANSF. ICT ESTORNO ITÁLIA 2016 E 2017 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1351.2 - PROV.ICT DESP FCA ITA JAN-DEZ 2016 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1351.3 - PROV.ICT DESP FCA ITA JAN-DEZ 2017 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1351.4 - PROV.ICT DESP FCA ITA JAN-DEZ 2018 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1351.5 - PEP PB1351 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1352.1 - PROV.GLOBAL PKI CYBERSECURITY 2018 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1352.2 - PEP PB1352 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1504.1 - PROV.  DESPESAS ICT 2016 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1504.2 - PROV.  DESPESAS ICT 2017 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1504.3 - PROV.  DESPESAS ICT 2016 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1504.4 - PROV.  DESPESAS ICT 2017 |***| [] |***| 0
